trial,prefix,available,n_frames,total_distance_m,total_sim_time_s,avg_speed_kmh,max_speed_kmh,speed_std_kmh,risk_auc,risk_per_meter,mean_risk,max_risk
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,base,True,881,1105.5155267782288,220.25,12.937422068746216,56.21037520576211,13.523005388813866,461.2610256226395,2.3178132178912962,2.0967190517808283,9.115670564535572
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,e2e,True,1200,967.0576797762841,300.0,11.616077472555281,38.98014512858352,7.289519727105309,588.1223230447544,2.1752977501932502,1.9619102655839178,7.552051847024056
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,composed,True,1200,1076.6017316326363,300.0,12.921164345496669,57.090240051461116,13.437014751847995,637.0322523002153,2.416775655450875,2.123917723141942,10.183903286178513
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,half_slow,True,1200,1096.6626821594189,300.0,13.171613838216153,51.301184848072715,12.82277632684757,662.620938403815,2.326989591956458,2.211914071324441,9.954933813844924
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,slow,True,1200,1003.7428425472906,300.0,12.062664296061003,39.5131848963901,9.617196607468083,606.084896990263,2.217437191806719,2.0211783244182366,8.02084083132931
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,very_slow,True,1200,862.6495673143144,300.0,10.35168797722884,27.702168948785367,5.85503653029669,534.2746164374922,1.7760175287306705,1.7816225888132706,7.220955819659331
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,riskfn1,True,1200,1003.5737135621057,300.0,12.057283480698503,57.12999344314672,13.237858526797698,607.382337129504,2.0302685120218538,2.0255917597263142,7.676329969988978
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,riskfn2,True,1200,1044.2564256580772,300.0,12.542699983791078,57.12999344314672,13.496310840001255,615.400992075971,2.264206252637999,2.052863485527545,9.706802165798758
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,riskfn3,True,1200,940.9698602750719,300.0,11.298540505322432,57.12999344314672,12.70459786842815,665.3385350366452,2.0409374949946324,2.219777374086852,8.58043344339908
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,riskfn4,True,1200,1028.2187508883405,300.0,12.340194003287182,57.12999344314672,13.184391526327975,608.3557531757207,2.1203001785563247,2.0304403545021286,7.059639525319303
auto_21A_ClearNoon_Town05_HighVol_NoFog_Night,riskfn5,True,1200,945.9449423595885,300.0,11.354613883053663,57.392000374028,13.033381873341794,631.2598221201332,1.9932069378267023,2.1052342093401597,6.875902740406994
